Age,Annual_Income,CIBIL_Score,Employment_Type,Work_Experience_Years,Loan_Amount_Requested,Loan_Purpose,Existing_Loans,Credit_History_Years,Monthly_Debt,Dependents,Education_Level,Property_Ownership,City_Tier,Monthly_Income,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Age_Income_Product,Experience_to_Age_Ratio,Loan_Approved
24,1144826,762,Business,38,240108,Personal,0,14,32679,1,Bachelor,Owned,1,95402.16666666667,0.34253939026542024,0.2097331821604331,27.475824,1.5833333333333333,1
44,1144826,762,Salaried,13,240108,Business,0,15,2333,0,Master,Rented,1,95402.16666666667,0.02445437123196014,0.2097331821604331,50.372344,0.29545454545454547,1
49,1144826,762,Self-Employed,8,240108,Personal,1,13,68630,1,Bachelor,Rented,1,95402.16666666667,0.7193756955205419,0.2097331821604331,56.096474,0.16326530612244897,1
29,1144826,762,Salaried,4,240108,Personal,2,15,86795,2,Bachelor,Mortgaged,1,95402.16666666667,0.9097801762014489,0.2097331821604331,33.199954,0.13793103448275862,1
24,1144826,762,Self-Employed,32,240108,Personal,0,6,27126,3,Master,Rented,3,95402.16666666667,0.28433316503992745,0.2097331821604331,27.475824,1.3333333333333333,1
44,1144826,762,Salaried,4,240108,Education,1,17,90715,1,High School,Owned,1,95402.16666666667,0.950869389758793,0.2097331821604331,50.372344,0.09090909090909091,1
34,1144826,762,Salaried,23,240108,Personal,0,16,28317,1,Bachelor,Mortgaged,3,95402.16666666667,0.2968171582406409,0.2097331821604331,38.924084,0.6764705882352942,1
25,1144826,762,Salaried,7,240108,Vehicle,1,0,90234,1,High School,Rented,2,95402.16666666667,0.9458275755442311,0.2097331821604331,28.62065,0.28,1
38,1144826,762,Salaried,18,240108,Home,0,10,6758,0,Bachelor,Rented,2,95402.16666666667,0.07083696561748248,0.2097331821604331,43.503388,0.47368421052631576,1
62,1144826,762,Salaried,11,240108,Home,2,19,34063,2,High School,Rented,2,95402.16666666667,0.35704639831729884,0.2097331821604331,70.979212,0.1774193548387097,1
39,1144826,762,Salaried,7,240108,Personal,2,4,25757,1,High School,Owned,1,95402.16666666667,0.2699833861215591,0.2097331821604331,44.648214,0.1794871794871795,1
32,1144826,762,Self-Employed,7,240108,Business,0,22,35395,3,Bachelor,Mortgaged,1,95402.16666666667,0.37100834537300864,0.2097331821604331,36.634432,0.21875,1
38,1144826,762,Business,37,240108,Education,1,12,67278,2,Bachelor,Owned,1,95402.16666666667,0.7052041096201519,0.2097331821604331,43.503388,0.9736842105263158,1
37,1144826,762,Self-Employed,19,240108,Vehicle,0,7,71193,1,Bachelor,Owned,3,95402.16666666667,0.7462409134663258,0.2097331821604331,42.358562,0.5135135135135135,1
50,1144826,762,Self-Employed,28,240108,Home,1,17,89724,0,Master,Owned,2,95402.16666666667,0.9404817850048828,0.2097331821604331,57.2413,0.56,1
44,1144826,762,Self-Employed,33,240108,Education,0,12,37389,0,Master,Owned,2,95402.16666666667,0.39190933818763724,0.2097331821604331,50.372344,0.75,1
31,1144826,762,Business,17,240108,Business,2,8,54968,0,Bachelor,Rented,1,95402.16666666667,0.5761714007194106,0.2097331821604331,35.489606,0.5483870967741935,1
55,1144826,762,Salaried,0,240108,Vehicle,0,10,87694,2,Bachelor,Rented,3,95402.16666666667,0.9192034422698296,0.2097331821604331,62.96543,0.0,1
43,1144826,762,Salaried,10,240108,Personal,1,22,2063,1,PhD,Rented,3,95402.16666666667,0.021624246828775725,0.2097331821604331,49.227518,0.23255813953488372,1
37,1144826,762,Business,34,240108,Personal,1,5,30970,0,Master,Rented,1,95402.16666666667,0.3246257509874863,0.2097331821604331,42.358562,0.918918918918919,1
21,1144826,762,Salaried,31,240108,Vehicle,0,10,96010,2,High School,Mortgaged,2,95402.16666666667,1.0,0.2097331821604331,24.041346,1.4761904761904763,1
35,1144826,762,Salaried,15,240108,Business,0,14,29450,0,High School,Owned,2,95402.16666666667,0.3086931987917814,0.2097331821604331,40.06891,0.42857142857142855,1
52,1144826,762,Self-Employed,5,240108,Personal,0,13,69792,0,Bachelor,Owned,1,95402.16666666667,0.731555712396469,0.2097331821604331,59.530952,0.09615384615384616,1
29,1144826,762,Salaried,8,240108,Education,1,7,36097,2,Master,Rented,2,95402.16666666667,0.3783666688212881,0.2097331821604331,33.199954,0.27586206896551724,1
35,1144826,762,Salaried,39,240108,Home,3,17,56864,2,Master,Rented,3,95402.16666666667,0.5960451631951056,0.2097331821604331,40.06891,1.1142857142857143,1
48,1144826,762,Salaried,21,240108,Education,1,0,87938,0,Bachelor,Rented,1,95402.16666666667,0.9217610361749295,0.2097331821604331,54.951648,0.4375,1
44,1144826,762,Self-Employed,7,240108,Personal,0,20,57683,2,Master,Owned,1,95402.16666666667,0.604629873884765,0.2097331821604331,50.372344,0.1590909090909091,1
55,1144826,762,Business,31,240108,Home,0,8,16153,0,High School,Mortgaged,2,95402.16666666667,0.16931481290606606,0.2097331821604331,62.96543,0.5636363636363636,1
42,1144826,762,Salaried,25,240108,Business,0,22,49953,1,Bachelor,Rented,2,95402.16666666667,0.5236044604158187,0.2097331821604331,48.082692,0.5952380952380952,1
47,1144826,762,Salaried,17,240108,Personal,1,6,52301,2,Master,Owned,2,95402.16666666667,0.548216060781289,0.2097331821604331,53.806822,0.3617021276595745,1
39,1144826,762,Salaried,36,240108,Personal,0,14,73139,1,High School,Owned,1,95402.16666666667,0.7666387730537216,0.2097331821604331,44.648214,0.9230769230769231,1
32,1144826,762,Self-Employed,11,240108,Home,0,14,78684,3,Bachelor,Mortgaged,3,95402.16666666667,0.8247611427413423,0.2097331821604331,36.634432,0.34375,1
40,1144826,762,Salaried,37,240108,Home,0,8,73969,0,Bachelor,Rented,2,95402.16666666667,0.7753387851079552,0.2097331821604331,45.79304,0.925,1
21,1144826,762,Salaried,33,240108,Home,0,20,60359,3,High School,Rented,1,95402.16666666667,0.6326795513029927,0.2097331821604331,24.041346,1.5714285714285714,1
41,1144826,762,Salaried,3,240108,Education,1,4,51098,1,High School,Rented,1,95402.16666666667,0.5356062842737673,0.2097331821604331,46.937866,0.07317073170731707,1
21,1144826,762,Salaried,15,240108,Home,1,6,34247,0,Bachelor,Owned,3,95402.16666666667,0.35897507568835785,0.2097331821604331,24.041346,0.7142857142857143,1
30,1144826,762,Salaried,23,240108,Home,0,11,62278,0,Master,Rented,2,95402.16666666667,0.6527943984500701,0.2097331821604331,34.34478,0.7666666666666667,1
52,1144826,762,Self-Employed,13,240108,Vehicle,0,5,48330,0,High School,Mortgaged,2,95402.16666666667,0.5065922681700101,0.2097331821604331,59.530952,0.25,1
59,1144826,762,Salaried,16,240108,Home,2,9,84339,2,High School,Mortgaged,1,95402.16666666667,0.8840365260747047,0.2097331821604331,67.544734,0.2711864406779661,1
42,1144826,762,Self-Employed,30,240108,Vehicle,0,14,62694,0,High School,Rented,2,95402.16666666667,0.6571548864194209,0.2097331821604331,48.082692,0.7142857142857143,1
38,1144826,762,Salaried,3,240108,Home,0,21,8797,0,Bachelor,Rented,1,95402.16666666667,0.09220964583264181,0.2097331821604331,43.503388,0.07894736842105263,1
52,1144826,762,Salaried,33,240108,Business,0,23,32757,2,Bachelor,Owned,1,95402.16666666667,0.3433569817596735,0.2097331821604331,59.530952,0.6346153846153846,1
47,1144826,762,Salaried,37,240108,Personal,0,3,80358,1,PhD,Owned,2,95402.16666666667,0.8423079140410856,0.2097331821604331,53.806822,0.7872340425531915,1
48,1144826,762,Self-Employed,37,240108,Home,0,14,5296,1,Master,Mortgaged,3,95402.16666666667,0.05551236607135058,0.2097331821604331,54.951648,0.7708333333333334,1
38,1144826,762,Salaried,2,240108,Business,1,17,91438,0,Bachelor,Rented,1,95402.16666666667,0.9584478339939868,0.2097331821604331,43.503388,0.05263157894736842,1
59,1144826,762,Business,7,240108,Home,0,2,64148,1,Bachelor,Mortgaged,2,95402.16666666667,0.6723956304276807,0.2097331821604331,67.544734,0.11864406779661017,1
49,1144826,762,Salaried,11,240108,Home,0,14,1940,0,Bachelor,Owned,2,95402.16666666667,0.020334967933991716,0.2097331821604331,56.096474,0.22448979591836735,1
38,1144826,762,Salaried,34,240108,Education,1,19,3270,1,Bachelor,Owned,2,95402.16666666667,0.03427595110523346,0.2097331821604331,43.503388,0.8947368421052632,1
64,1144826,762,Salaried,1,240108,Home,0,4,25811,1,Master,Mortgaged,3,95402.16666666667,0.2705494110021959,0.2097331821604331,73.268864,0.015625,1
28,1144826,762,Salaried,28,240108,Home,0,1,11580,2,Bachelor,Owned,2,95402.16666666667,0.1213808910699093,0.2097331821604331,32.055128,1.0,1
51,1144826,762,Salaried,22,240108,Home,1,14,77554,4,Bachelor,Owned,1,95402.16666666667,0.8129165480169038,0.2097331821604331,58.386126,0.43137254901960786,1
54,1144826,762,Salaried,32,240108,Business,2,7,92045,4,PhD,Mortgaged,2,95402.16666666667,0.9648103729300347,0.2097331821604331,61.820604,0.5925925925925926,1
27,1144826,762,Salaried,17,240108,Personal,1,4,56211,1,Bachelor,Rented,2,95402.16666666667,0.5892004549162929,0.2097331821604331,30.910302,0.6296296296296297,1
56,1144826,762,Self-Employed,39,240108,Home,1,22,91652,2,Bachelor,Owned,3,95402.16666666667,0.9606909696320663,0.2097331821604331,64.110256,0.6964285714285714,1
38,1144826,762,Self-Employed,21,240108,Home,0,8,53406,1,Master,Mortgaged,1,95402.16666666667,0.559798606949877,0.2097331821604331,43.503388,0.5526315789473685,1
58,1144826,762,Salaried,13,240108,Home,1,6,65213,0,Bachelor,Owned,2,95402.16666666667,0.6835588989069081,0.2097331821604331,66.399908,0.22413793103448276,1
29,1144826,762,Salaried,28,240108,Home,0,3,95627,2,High School,Owned,2,95402.16666666667,1.0,0.2097331821604331,33.199954,0.9655172413793104,1
29,1144826,762,Self-Employed,14,240108,Personal,1,18,49345,1,Master,Rented,2,95402.16666666667,0.5172314395375367,0.2097331821604331,33.199954,0.4827586206896552,1
28,1144826,762,Salaried,14,240108,Vehicle,0,7,27161,2,Bachelor,Rented,3,95402.16666666667,0.284700033018118,0.2097331821604331,32.055128,0.5,1
55,1144826,762,Self-Employed,3,240108,Home,0,13,54339,1,Master,Owned,2,95402.16666666667,0.5695782590542143,0.2097331821604331,62.96543,0.05454545454545454,1
38,1144826,762,Business,35,240108,Personal,0,8,64029,1,Master,Rented,2,95402.16666666667,0.6711482793018327,0.2097331821604331,43.503388,0.9210526315789473,1
25,1144826,762,Business,4,240108,Education,1,4,1505,3,Bachelor,Rented,2,95402.16666666667,0.015775323062194604,0.2097331821604331,28.62065,0.16,1
34,1144826,762,Salaried,2,240108,Home,2,5,15332,3,High School,Owned,3,95402.16666666667,0.16070913833193864,0.2097331821604331,38.924084,0.058823529411764705,1
48,1144826,762,Salaried,11,240108,Home,1,9,87315,0,Bachelor,Rented,3,95402.16666666667,0.9152307861631374,0.2097331821604331,54.951648,0.22916666666666666,1
50,1144826,762,Self-Employed,19,240108,Home,1,12,76481,2,PhD,Owned,2,95402.16666666667,0.8016694239998043,0.2097331821604331,57.2413,0.38,1
24,1144826,762,Salaried,19,240108,Business,0,9,58988,1,High School,Owned,3,95402.16666666667,0.6183088085001563,0.2097331821604331,27.475824,0.7916666666666666,1
59,1144826,762,Self-Employed,38,240108,Education,3,21,30114,2,Bachelor,Owned,1,95402.16666666667,0.3156532084351683,0.2097331821604331,67.544734,0.6440677966101694,1
40,1144826,762,Salaried,38,240108,Home,0,12,44366,0,High School,Rented,3,95402.16666666667,0.4650418491543693,0.2097331821604331,45.79304,0.95,1
45,1144826,762,Self-Employed,0,240108,Vehicle,0,2,39730,2,Master,Rented,3,95402.16666666667,0.4164475649574695,0.2097331821604331,51.51717,0.0,1
48,1144826,762,Salaried,2,240108,Vehicle,0,11,49903,1,Master,Mortgaged,1,95402.16666666667,0.5230803633041178,0.2097331821604331,54.951648,0.041666666666666664,1
32,1144826,762,Salaried,8,240108,Personal,3,3,45325,2,Bachelor,Owned,2,95402.16666666667,0.475094031756791,0.2097331821604331,36.634432,0.25,1
22,1144826,762,Self-Employed,19,240108,Personal,0,10,52131,0,Bachelor,Rented,3,95402.16666666667,0.5464341306015063,0.2097331821604331,25.186172,0.8636363636363636,1
63,1144826,762,Salaried,8,240108,Personal,2,8,17204,0,Bachelor,Owned,2,95402.16666666667,0.18033133419401726,0.2097331821604331,72.124038,0.12698412698412698,1
34,1144826,762,Salaried,30,240108,Home,0,5,87733,1,PhD,Mortgaged,3,95402.16666666667,0.9196122380169562,0.2097331821604331,38.924084,0.8823529411764706,1
42,1144826,762,Salaried,27,240108,Business,2,11,9205,4,PhD,Rented,3,95402.16666666667,0.09648627826412048,0.2097331821604331,48.082692,0.6428571428571429,1
51,1144826,762,Salaried,34,240108,Education,0,13,10686,3,Bachelor,Rented,2,95402.16666666667,0.11201003471269869,0.2097331821604331,58.386126,0.6666666666666666,1
43,1144826,762,Self-Employed,39,240108,Personal,1,20,84701,2,Bachelor,Rented,3,95402.16666666667,0.8878309891634186,0.2097331821604331,49.227518,0.9069767441860465,1
40,1144826,762,Salaried,37,240108,Home,0,8,53227,1,Bachelor,Rented,3,95402.16666666667,0.5579223392899881,0.2097331821604331,45.79304,0.925,1
58,1144826,762,Salaried,1,240108,Business,0,7,90625,0,Bachelor,Rented,1,95402.16666666667,0.9499260149577315,0.2097331821604331,66.399908,0.017241379310344827,1
24,1144826,762,Salaried,2,240108,Personal,1,8,47572,2,Master,Owned,1,95402.16666666667,0.49864695595662567,0.2097331821604331,27.475824,0.08333333333333333,1
35,1144826,762,Salaried,13,240108,Home,0,12,14195,0,Master,Owned,2,95402.16666666667,0.14879117001186207,0.2097331821604331,40.06891,0.37142857142857144,1
44,1144826,762,Self-Employed,16,240108,Home,0,10,40404,1,Bachelor,Owned,2,95402.16666666667,0.4235123940231965,0.2097331821604331,50.372344,0.36363636363636365,1
45,1144826,762,Salaried,34,240108,Education,0,8,93462,1,Bachelor,Owned,3,95402.16666666667,0.9796632850756359,0.2097331821604331,51.51717,0.7555555555555555,1
21,1144826,762,Self-Employed,3,240108,Personal,1,19,88738,0,Master,Owned,1,95402.16666666667,0.9301465899621427,0.2097331821604331,24.041346,0.14285714285714285,1
27,1144826,762,Salaried,29,240108,Home,0,7,74045,2,Bachelor,Rented,2,95402.16666666667,0.7761354127177404,0.2097331821604331,30.910302,1.0740740740740742,1
51,1144826,762,Salaried,38,240108,Home,3,9,69959,3,Bachelor,Rented,3,95402.16666666667,0.7333061967495497,0.2097331821604331,58.386126,0.7450980392156863,1
32,1144826,762,Self-Employed,13,240108,Business,2,8,34874,0,High School,Rented,3,95402.16666666667,0.3655472534690861,0.2097331821604331,36.634432,0.40625,1
62,1144826,762,Salaried,26,240108,Home,0,20,75723,3,High School,Rented,3,95402.16666666667,0.7937241117864199,0.2097331821604331,70.979212,0.41935483870967744,1
25,1144826,762,Salaried,12,240108,Home,0,3,20315,1,Bachelor,Mortgaged,1,95402.16666666667,0.21294065648404212,0.2097331821604331,28.62065,0.48,1
64,1144826,762,Salaried,19,240108,Education,2,9,99240,0,High School,Mortgaged,1,95402.16666666667,1.0,0.2097331821604331,73.268864,0.296875,0
62,1144826,762,Salaried,23,240108,Home,0,16,93088,2,Bachelor,Mortgaged,2,95402.16666666667,0.9757430386801138,0.2097331821604331,70.979212,0.3709677419354839,1
58,1144826,762,Salaried,9,240108,Education,1,18,4477,3,Bachelor,Rented,3,95402.16666666667,0.04692765538169119,0.2097331821604331,66.399908,0.15517241379310345,1
32,1144826,762,Self-Employed,6,240108,Personal,1,9,2382,4,Bachelor,Rented,2,95402.16666666667,0.02496798640142694,0.2097331821604331,36.634432,0.1875,1
59,1144826,762,Salaried,16,240108,Home,0,17,36681,2,Bachelor,Owned,1,95402.16666666667,0.38448812308595365,0.2097331821604331,67.544734,0.2711864406779661,1
38,1144826,762,Salaried,21,240108,Home,2,15,42288,1,Master,Rented,2,95402.16666666667,0.44326037319208333,0.2097331821604331,43.503388,0.5526315789473685,1
22,1144826,762,Business,10,240108,Home,1,22,45825,0,Bachelor,Owned,3,95402.16666666667,0.48033500287379916,0.2097331821604331,25.186172,0.45454545454545453,1
30,1144826,762,Business,22,240108,Personal,1,3,77954,2,Bachelor,Rented,1,95402.16666666667,0.8171093249105104,0.2097331821604331,34.34478,0.7333333333333333,1
35,1144826,762,Salaried,21,240108,Business,1,8,14537,2,Bachelor,Owned,2,95402.16666666667,0.15237599425589565,0.2097331821604331,40.06891,0.6,1
50,1144826,762,Salaried,39,240108,Education,0,8,66322,0,Bachelor,Rented,3,95402.16666666667,0.6951833728444322,0.2097331821604331,57.2413,0.78,1
64,1144826,762,Salaried,17,240108,Personal,2,1,74984,1,Bachelor,Owned,1,95402.16666666667,0.7859779564754819,0.2097331821604331,73.268864,0.265625,0
37,1144826,762,Salaried,25,240108,Home,1,18,77749,1,Master,Owned,2,95402.16666666667,0.814960526752537,0.2097331821604331,42.358562,0.6756756756756757,1
24,1144826,762,Salaried,29,240108,Business,0,7,1018,3,Bachelor,Rented,1,95402.16666666667,0.010670617194228642,0.2097331821604331,27.475824,1.2083333333333333,1
27,1144826,762,Salaried,12,240108,Education,2,18,56763,2,Master,Owned,1,95402.16666666667,0.59498648702947,0.2097331821604331,30.910302,0.4444444444444444,1
61,1144826,762,Salaried,3,240108,Education,1,3,65514,0,Bachelor,Owned,3,95402.16666666667,0.686713963519347,0.2097331821604331,69.834386,0.04918032786885246,1
51,1144826,762,Salaried,26,240108,Home,0,10,78472,1,PhD,Rented,1,95402.16666666667,0.8225389709877309,0.2097331821604331,58.386126,0.5098039215686274,1
59,1144826,762,Salaried,39,240108,Home,0,2,17630,0,High School,Mortgaged,3,95402.16666666667,0.18479664158570822,0.2097331821604331,67.544734,0.6610169491525424,1
54,1144826,762,Salaried,9,240108,Vehicle,1,17,13661,0,High School,Mortgaged,3,95402.16666666667,0.14319381285889732,0.2097331821604331,61.820604,0.16666666666666666,1
26,1144826,762,Salaried,27,240108,Personal,0,16,3300,1,High School,Owned,2,95402.16666666667,0.034590409372253945,0.2097331821604331,29.765476,1.0384615384615385,1
58,1144826,762,Salaried,20,240108,Personal,2,18,55219,0,Bachelor,Owned,2,95402.16666666667,0.5788023682201487,0.2097331821604331,66.399908,0.3448275862068966,0
54,1144826,762,Self-Employed,10,240108,Home,2,8,22539,4,Bachelor,Owned,3,95402.16666666667,0.23625249601249446,0.2097331821604331,61.820604,0.18518518518518517,1
64,1144826,762,Business,19,240108,Personal,1,15,8410,2,Bachelor,Rented,2,95402.16666666667,0.08815313418807748,0.2097331821604331,73.268864,0.296875,1
35,1144826,762,Business,35,240108,Business,1,7,66388,2,Bachelor,Rented,1,95402.16666666667,0.6958751810318773,0.2097331821604331,40.06891,1.0,1
34,1144826,762,Salaried,18,240108,Vehicle,2,8,86320,2,Bachelor,Rented,2,95402.16666666667,0.9048012536402912,0.2097331821604331,38.924084,0.5294117647058824,1
26,1144826,762,Self-Employed,9,240108,Education,0,4,61685,2,Master,Rented,2,95402.16666666667,0.6465786067052984,0.2097331821604331,29.765476,0.34615384615384615,1
57,1144826,762,Salaried,14,240108,Personal,1,4,16566,0,High School,Rented,3,95402.16666666667,0.17364385504871482,0.2097331821604331,65.255082,0.24561403508771928,1
52,1144826,762,Salaried,17,240108,Vehicle,0,13,55925,1,PhD,Rented,2,95402.16666666667,0.5862026194373643,0.2097331821604331,59.530952,0.3269230769230769,1
23,1144826,762,Self-Employed,6,240108,Business,1,23,23948,1,Master,Rented,3,95402.16666666667,0.2510215526202235,0.2097331821604331,26.330998,0.2608695652173913,1
23,1144826,762,Salaried,29,240108,Business,2,13,45570,1,Master,Owned,2,95402.16666666667,0.477662107604125,0.2097331821604331,26.330998,1.2608695652173914,1
42,1144826,762,Salaried,13,240108,Business,0,4,53183,1,High School,Owned,2,95402.16666666667,0.5574611338316914,0.2097331821604331,48.082692,0.30952380952380953,1
42,1144826,762,Salaried,36,240108,Personal,2,3,94423,1,Bachelor,Owned,3,95402.16666666667,0.9897364315625256,0.2097331821604331,48.082692,0.8571428571428571,0
30,1144826,762,Salaried,29,240108,Personal,0,24,66783,2,Bachelor,Rented,1,95402.16666666667,0.7000155482143138,0.2097331821604331,34.34478,0.9666666666666667,1
23,1144826,762,Self-Employed,26,240108,Personal,2,16,62564,0,Bachelor,Mortgaged,2,95402.16666666667,0.6557922339289988,0.2097331821604331,26.330998,1.1304347826086956,0
32,1144826,762,Business,36,240108,Education,2,5,17271,1,Master,Rented,1,95402.16666666667,0.18103362432369635,0.2097331821604331,36.634432,1.125,1
49,1144826,762,Salaried,16,240108,Personal,2,6,1607,3,Master,Owned,2,95402.16666666667,0.01684448117006427,0.2097331821604331,56.096474,0.32653061224489793,1
37,1144826,762,Business,29,240108,Home,2,13,14690,1,Bachelor,Mortgaged,1,95402.16666666667,0.15397973141770016,0.2097331821604331,42.358562,0.7837837837837838,1
27,1144826,762,Salaried,17,240108,Home,0,14,8854,2,Master,Rented,3,95402.16666666667,0.09280711653998075,0.2097331821604331,30.910302,0.6296296296296297,1
33,1144826,762,Business,2,240108,Home,0,5,40803,2,High School,Mortgaged,2,95402.16666666667,0.427694688974569,0.2097331821604331,37.779258,0.06060606060606061,1
22,1144826,762,Self-Employed,27,240108,Education,0,9,34504,1,Bachelor,Rented,2,95402.16666666667,0.36166893484250007,0.2097331821604331,25.186172,1.2272727272727273,1
24,1144826,762,Salaried,36,240108,Home,0,7,48934,0,Bachelor,Rented,1,95402.16666666667,0.512923361279356,0.2097331821604331,27.475824,1.5,1
30,1144826,762,Salaried,29,240108,Personal,1,7,29497,3,Master,Owned,1,95402.16666666667,0.30918585007678023,0.2097331821604331,34.34478,0.9666666666666667,1
59,1144826,762,Salaried,20,240108,Business,2,4,78353,2,Bachelor,Rented,1,95402.16666666667,0.8212916198618829,0.2097331821604331,67.544734,0.3389830508474576,0
44,1144826,762,Business,19,240108,Vehicle,1,15,624,1,Master,Rented,2,95402.16666666667,0.006540731954026201,0.2097331821604331,50.372344,0.4318181818181818,1
37,1144826,762,Salaried,21,240108,Personal,1,19,6325,3,Bachelor,Rented,3,95402.16666666667,0.0662982846301534,0.2097331821604331,42.358562,0.5675675675675675,1
26,1144826,762,Self-Employed,35,240108,Personal,0,10,6942,0,PhD,Rented,3,95402.16666666667,0.07276564298854149,0.2097331821604331,29.765476,1.3461538461538463,1
39,1144826,762,Salaried,35,240108,Business,2,6,10559,1,High School,Rented,3,95402.16666666667,0.11067882804897862,0.2097331821604331,44.648214,0.8974358974358975,1
25,1144826,762,Business,20,240108,Vehicle,1,24,53033,2,High School,Rented,2,95402.16666666667,0.555888842496589,0.2097331821604331,28.62065,0.8,1
52,1144826,762,Salaried,23,240108,Personal,2,1,37924,2,High School,Rented,3,95402.16666666667,0.397517177282836,0.2097331821604331,59.530952,0.4423076923076923,1
30,1144826,762,Salaried,20,240108,Personal,3,6,87150,0,High School,Rented,2,95402.16666666667,0.9135012656945247,0.2097331821604331,34.34478,0.6666666666666666,0
29,1144826,762,Salaried,6,240108,Personal,2,5,79841,2,Master,Rented,3,95402.16666666667,0.8368887499060992,0.2097331821604331,33.199954,0.20689655172413793,0
47,1144826,762,Salaried,7,240108,Home,1,18,87790,4,Bachelor,Owned,2,95402.16666666667,0.9202097087242952,0.2097331821604331,53.806822,0.14893617021276595,1
33,1144826,762,Salaried,21,240108,Business,2,17,23144,2,Bachelor,Owned,1,95402.16666666667,0.24259407106407435,0.2097331821604331,37.779258,0.6363636363636364,1
39,1144826,762,Salaried,21,240108,Home,1,0,2915,1,Bachelor,Owned,2,95402.16666666667,0.030554861612157654,0.2097331821604331,44.648214,0.5384615384615384,1
41,1144826,762,Salaried,29,240108,Personal,1,17,5480,3,Master,Owned,1,95402.16666666667,0.057441043442409585,0.2097331821604331,46.937866,0.7073170731707317,1
44,1144826,762,Salaried,33,240108,Home,1,11,16736,3,Bachelor,Rented,1,95402.16666666667,0.1754257852284976,0.2097331821604331,50.372344,0.75,1
58,1144826,762,Salaried,28,240108,Home,0,20,22313,2,Bachelor,Rented,2,95402.16666666667,0.23388357706760676,0.2097331821604331,66.399908,0.4827586206896552,1
24,1144826,762,Salaried,9,240108,Education,0,16,40914,2,Master,Rented,2,95402.16666666667,0.4288581845625449,0.2097331821604331,27.475824,0.375,1
44,1144826,762,Salaried,4,240108,Personal,1,7,75292,1,Bachelor,Rented,2,95402.16666666667,0.7892063946835589,0.2097331821604331,50.372344,0.09090909090909091,1
55,1144826,762,Self-Employed,38,240108,Home,2,19,372,0,High School,Rented,2,95402.16666666667,0.0038992825110540814,0.2097331821604331,62.96543,0.6909090909090909,1
23,1144826,762,Salaried,33,240108,Home,1,2,89730,2,High School,Mortgaged,1,95402.16666666667,0.9405446766582869,0.2097331821604331,26.330998,1.434782608695652,1
24,1144826,762,Salaried,37,240108,Vehicle,1,9,10385,0,Bachelor,Mortgaged,1,95402.16666666667,0.10885497010025977,0.2097331821604331,27.475824,1.5416666666666667,1
57,1144826,762,Self-Employed,9,240108,Personal,0,15,53076,3,Bachelor,Mortgaged,2,95402.16666666667,0.5563395660126517,0.2097331821604331,65.255082,0.15789473684210525,1
60,1144826,762,Salaried,8,240108,Personal,0,17,38812,3,Master,Mortgaged,1,95402.16666666667,0.4068251419866425,0.2097331821604331,68.68956,0.13333333333333333,1
55,1144826,762,Salaried,31,240108,Home,1,0,10803,0,Bachelor,Owned,2,95402.16666666667,0.11323642195407861,0.2097331821604331,62.96543,0.5636363636363636,1
51,1144826,762,Salaried,4,240108,Home,1,7,91177,2,Master,Owned,1,95402.16666666667,0.9557120470709085,0.2097331821604331,58.386126,0.0784313725490196,1
64,1144826,762,Salaried,34,240108,Personal,3,24,73011,0,Bachelor,Mortgaged,3,95402.16666666667,0.7652970844477676,0.2097331821604331,73.268864,0.53125,0
45,1144826,762,Self-Employed,10,240108,Personal,1,18,36259,1,Bachelor,Owned,1,95402.16666666667,0.38006474346319874,0.2097331821604331,51.51717,0.2222222222222222,1
60,1144826,762,Salaried,15,240108,Business,1,2,29918,2,Bachelor,Mortgaged,3,95402.16666666667,0.31359874775730107,0.2097331821604331,68.68956,0.25,1
33,1144826,762,Salaried,26,240108,Home,0,15,85895,1,Bachelor,Rented,2,95402.16666666667,0.9003464281908342,0.2097331821604331,37.779258,0.7878787878787878,1
24,1144826,762,Self-Employed,19,240108,Business,0,15,65503,3,Master,Mortgaged,1,95402.16666666667,0.6865986621547728,0.2097331821604331,27.475824,0.7916666666666666,1
34,1144826,762,Salaried,0,240108,Personal,1,15,30927,3,Master,Rented,3,95402.16666666667,0.32417502747142357,0.2097331821604331,38.924084,0.0,1
33,1144826,762,Salaried,25,240108,Personal,2,24,18133,1,Master,Owned,2,95402.16666666667,0.19006905852941844,0.2097331821604331,37.779258,0.7575757575757576,1
47,1144826,762,Business,10,240108,Personal,2,22,83969,2,High School,Owned,3,95402.16666666667,0.8801582074481187,0.2097331821604331,53.806822,0.2127659574468085,1
26,1144826,762,Salaried,14,240108,Business,1,11,66098,0,Bachelor,Owned,2,95402.16666666667,0.6928354177840126,0.2097331821604331,29.765476,0.5384615384615384,1
37,1144826,762,Salaried,38,240108,Home,1,8,17294,1,Bachelor,Rented,1,95402.16666666667,0.18127470899507872,0.2097331821604331,42.358562,1.027027027027027,1
56,1144826,762,Salaried,39,240108,Business,0,17,58727,2,High School,Owned,2,95402.16666666667,0.615573021577078,0.2097331821604331,64.110256,0.6964285714285714,1
60,1144826,762,Salaried,17,240108,Home,0,22,64528,4,High School,Mortgaged,3,95402.16666666667,0.6763787684766069,0.2097331821604331,68.68956,0.2833333333333333,1
55,1144826,762,Salaried,23,240108,Vehicle,3,23,42636,3,Bachelor,Rented,3,95402.16666666667,0.446908089089521,0.2097331821604331,62.96543,0.41818181818181815,1
